location,area_sqft,bedrooms,bathrooms,stories,age_years,garage,balcony,basement,nearby_school_score,crime_rate,property_type,price
Old Town,1801,1,2,3,1,2,1,0,6.64,1.38,Townhouse,826604.7
Riverside,2876,2,3,3,37,0,1,0,8.46,0.75,Apartment,1054405.89
Lakeview,2052,1,2,1,14,0,1,0,9.46,0.6,Condo,876577.11
Lakeview,2213,2,1,3,6,0,1,1,8.85,0.48,Condo,974279.38
Riverside,2748,5,1,3,19,2,0,1,6.71,1.36,Apartment,1042558.54
Old Town,1606,3,1,3,6,0,0,0,8.53,0.38,Townhouse,865385.07
Lakeview,1554,1,3,2,31,1,0,1,6.03,1.25,Apartment,744748.62
Uptown,1992,3,3,2,2,0,1,0,5.29,0.33,Townhouse,928612.1
Suburban,2555,2,2,3,19,2,1,0,8.96,0.98,Townhouse,1049044.89
Hillview,1368,5,3,3,15,2,0,1,9.04,0.7,Condo,1004093.36
Hillview,1183,1,1,2,1,1,0,0,5.11,0.2,Apartment,698699.74
Hillview,2553,4,3,3,2,0,0,1,9.74,0.23,Villa,1233610.77
Downtown,1768,3,1,2,20,1,0,1,7.23,0.46,Townhouse,844519.35
Riverside,1884,1,1,3,15,2,0,1,9.53,1.16,Villa,930577.11
Uptown,1079,4,3,1,5,2,0,1,8.94,1.11,Townhouse,823033.54
Suburban,1727,3,2,3,5,1,0,0,9.5,0.35,Apartment,903107.73
Riverside,2096,4,1,2,32,1,1,1,9.17,0.74,Apartment,910193.83
Riverside,2612,4,3,2,29,1,1,0,9.87,0.19,Townhouse,1166740.25
Suburban,1676,4,1,1,24,0,1,0,8.15,1.09,Townhouse,755067.22
Suburban,3012,3,3,2,33,0,0,1,6.14,1.2,Apartment,982730.09
Riverside,1723,1,1,1,2,2,1,0,6.95,1.35,Condo,737281.39
Lakeview,1724,1,1,3,27,1,1,0,8.76,1.33,Condo,793240.15
Downtown,2946,3,1,3,30,2,1,0,5.78,0.54,Apartment,1098671.96
Suburban,2216,2,2,2,8,1,0,0,9.65,0.42,Villa,1017858.89
Downtown,1796,4,1,3,21,1,1,1,6.03,1.35,Townhouse,938588.35
Old Town,2015,3,1,3,30,1,1,0,9.38,0.26,Villa,989188.79
Suburban,2844,5,3,1,24,2,1,0,7.42,0.14,Villa,1157850.86
Uptown,2906,1,2,1,9,0,0,1,9.2,0.51,Townhouse,1055158.51
Hillview,1651,2,2,1,26,1,1,0,9.79,1.15,Condo,785134.76
Uptown,2077,4,1,1,30,2,1,1,7.11,1.06,Villa,917774.59
Hillview,2150,1,1,2,0,0,0,0,8.48,1.48,Apartment,824793.88
Old Town,1558,2,1,2,22,0,1,0,6.13,0.57,Townhouse,716062.04
Lakeview,2069,4,3,2,20,0,1,1,9.0,0.45,Townhouse,1025023.04
Old Town,2103,3,1,1,14,1,0,1,9.1,0.6,Townhouse,837688.46
Lakeview,2727,4,1,3,1,0,1,0,6.48,1.18,Townhouse,1078973.45
Lakeview,2764,3,3,3,3,1,1,0,5.12,0.36,Condo,1148858.26
Hillview,1919,5,2,2,30,0,0,1,7.16,1.42,Townhouse,887242.99
Hillview,1982,5,3,1,33,0,0,1,5.85,0.79,Townhouse,912320.45
Suburban,2465,5,2,2,16,0,1,1,9.09,1.19,Villa,1092909.98
Uptown,1778,1,3,3,37,2,1,0,6.31,1.25,Villa,934851.54
Hillview,2424,3,3,3,37,1,0,1,9.72,0.74,Villa,1160552.32
Lakeview,2052,1,2,1,26,0,1,0,9.86,1.12,Villa,877295.06
Suburban,1567,2,3,3,23,1,0,0,9.54,0.58,Townhouse,935450.59
Uptown,1574,2,2,3,38,2,0,0,8.0,1.23,Townhouse,854905.1
Old Town,2896,4,3,2,24,2,1,0,6.34,1.24,Condo,1075188.87
Suburban,2014,3,2,2,37,2,0,1,9.04,0.87,Villa,1006077.04
Suburban,3002,5,3,2,39,1,1,0,8.51,0.37,Townhouse,1180841.7
Old Town,1818,2,2,1,7,1,0,1,9.89,1.46,Villa,811312.72
Riverside,2260,4,2,2,26,0,1,1,6.89,1.42,Villa,914624.43
Downtown,3416,4,2,1,29,0,1,1,5.29,0.95,Apartment,1041439.26
Riverside,1518,5,3,1,32,2,0,1,9.99,1.48,Villa,937177.48
Hillview,1056,2,3,2,13,0,1,0,9.19,0.78,Townhouse,793199.65
Riverside,2808,4,3,2,34,2,0,1,6.11,0.59,Apartment,1129417.05
Lakeview,1645,1,3,3,19,2,0,0,8.63,0.72,Apartment,934976.41
Uptown,2089,3,1,2,15,2,0,0,5.0,0.12,Villa,927033.97
Old Town,1778,3,3,3,6,1,0,0,7.79,0.85,Condo,871306.45
Lakeview,2247,5,3,3,12,2,0,1,6.81,1.02,Apartment,1144970.93
Old Town,1577,4,1,2,38,0,0,0,6.91,0.21,Apartment,711908.47
Downtown,2001,5,3,3,28,2,1,1,6.22,0.42,Villa,1062526.51
Downtown,2347,5,2,2,29,1,1,0,6.37,1.1,Villa,1010616.52
Lakeview,1545,3,1,2,35,2,1,1,7.27,1.2,Condo,792606.55
Lakeview,1715,4,1,1,10,0,0,1,6.24,1.48,Apartment,739659.06
Uptown,1909,1,2,1,26,2,0,1,7.33,0.42,Villa,875374.8
Downtown,1314,3,1,2,14,1,0,1,7.89,1.27,Villa,767090.55
Riverside,1868,1,3,1,33,0,1,1,8.56,0.3,Apartment,783649.4
Downtown,2165,4,3,2,16,1,1,1,8.39,0.24,Villa,1074097.0
Downtown,1880,5,3,1,34,0,0,0,6.21,1.11,Villa,843467.77
Suburban,1951,4,2,1,29,0,0,0,5.2,0.7,Townhouse,733179.49
Hillview,2089,5,2,2,30,1,0,1,9.16,1.2,Condo,982150.89
Downtown,1739,2,3,2,37,2,1,0,9.36,0.46,Apartment,881052.54
Lakeview,2480,5,3,3,31,0,0,1,9.89,0.36,Villa,1236264.6
Old Town,2890,3,1,3,12,0,0,1,9.8,0.85,Villa,1112820.0
Suburban,1845,4,2,3,20,1,1,1,8.17,0.22,Condo,994567.88
Old Town,2367,4,3,1,18,1,0,0,9.47,0.45,Apartment,1011027.58
Uptown,1968,4,3,2,2,0,1,0,7.24,0.29,Villa,1028973.13
Riverside,2301,2,3,1,23,1,1,1,8.94,0.51,Villa,1005219.68
Downtown,2961,4,1,1,17,1,1,0,9.78,1.16,Villa,1113288.43
Downtown,2380,4,2,1,15,2,0,1,8.98,0.23,Condo,1045464.72
Uptown,1125,5,1,2,4,0,1,0,7.08,0.94,Townhouse,761954.98
Downtown,2350,3,3,1,20,1,0,0,6.89,0.9,Villa,960066.85
Hillview,2778,3,2,2,23,0,1,0,6.46,0.83,Condo,973898.25
Riverside,1978,3,1,1,4,2,1,0,6.84,0.75,Condo,851012.99
Uptown,2648,1,1,2,25,2,1,1,9.1,1.01,Apartment,992457.63
Downtown,1720,1,3,2,6,1,1,1,8.51,1.29,Villa,943237.97
Lakeview,1283,1,3,1,5,1,1,0,6.25,0.28,Villa,810618.4
Hillview,2178,4,3,1,16,2,1,1,8.56,1.23,Villa,1043191.21
Old Town,1134,3,3,3,15,0,0,0,6.9,0.14,Villa,834687.28
Suburban,1968,5,3,3,36,0,0,1,7.79,0.75,Condo,893821.45
Lakeview,2808,4,3,1,2,0,0,1,6.85,0.79,Condo,1115695.64
Riverside,1050,1,3,3,13,2,0,1,7.61,0.34,Apartment,759538.87
Old Town,1396,1,3,1,29,0,1,1,8.65,0.18,Condo,713657.8
Riverside,1532,2,2,3,9,0,0,1,8.66,0.16,Condo,868445.4
Suburban,2065,5,3,1,39,0,0,0,8.77,0.1,Villa,978392.92
Riverside,1899,1,3,2,29,2,1,0,6.96,0.88,Villa,882802.58
Suburban,2870,1,1,1,37,2,0,1,8.45,0.28,Apartment,882362.04
Downtown,2625,1,3,1,37,2,1,1,6.19,1.22,Villa,960917.8
Riverside,2372,3,2,2,4,0,1,1,7.39,1.35,Apartment,918480.94
Downtown,2180,5,1,1,18,1,1,1,7.92,0.47,Condo,889170.2
Riverside,2316,4,1,2,29,1,1,0,8.43,0.29,Apartment,951214.29
Lakeview,1626,3,1,1,0,1,1,0,9.56,0.64,Villa,868383.71
Suburban,2571,1,3,1,18,0,0,1,6.52,1.33,Villa,903607.13
Downtown,1488,2,3,3,27,1,0,0,9.23,0.63,Condo,870688.01
Downtown,2559,3,1,3,31,0,0,0,6.56,0.21,Condo,1011247.37
Old Town,2752,2,2,3,16,0,1,1,7.76,1.48,Condo,974755.53
Suburban,2216,4,2,1,34,0,1,0,9.14,0.77,Villa,927839.78
Old Town,2003,5,2,2,26,2,0,1,8.62,0.55,Villa,1006413.21
Downtown,2320,2,2,1,1,2,0,1,9.31,1.35,Townhouse,927018.3
Riverside,526,2,3,1,11,2,0,0,9.07,1.39,Villa,649162.17
Riverside,2266,1,2,2,37,1,0,1,6.38,0.77,Apartment,852115.34
Old Town,2038,4,2,2,0,1,1,1,9.96,0.49,Condo,1002489.75
Old Town,2072,3,2,2,4,1,0,1,9.68,0.75,Apartment,921428.31
Uptown,2489,2,2,1,13,0,1,1,7.15,0.37,Apartment,883201.1
Old Town,2059,2,3,3,39,2,0,0,5.24,0.74,Condo,882131.46
Uptown,1473,1,2,3,28,2,0,1,6.52,0.38,Townhouse,856227.16
Old Town,2022,3,3,1,5,0,1,1,9.18,0.95,Townhouse,913645.27
Suburban,2137,4,2,1,15,0,0,0,9.75,1.15,Apartment,849807.2
Suburban,2163,2,3,2,37,0,0,0,9.16,1.46,Villa,851630.63
Riverside,2189,1,3,2,8,1,1,0,6.98,1.27,Apartment,883564.0
Hillview,2672,3,3,3,23,0,0,0,5.28,0.17,Townhouse,1069931.43
Suburban,1503,4,2,2,18,0,0,0,7.59,0.36,Townhouse,835132.09
Lakeview,2197,2,2,1,30,1,0,1,6.88,0.82,Villa,915978.33
Old Town,2809,2,2,1,30,0,1,1,5.61,0.42,Townhouse,894883.33
Lakeview,1146,1,2,1,33,0,1,1,5.53,0.07,Condo,644911.36
Hillview,2199,4,3,2,4,0,1,1,5.77,1.14,Townhouse,971896.72
Riverside,1778,5,3,1,18,2,0,0,6.03,0.57,Apartment,850111.61
Suburban,1896,4,3,3,27,1,0,0,8.77,0.15,Townhouse,997832.62
Uptown,1602,3,3,3,16,0,0,1,6.91,0.79,Apartment,854749.84
Riverside,2007,4,3,1,26,1,0,1,7.18,1.47,Villa,899132.61
Suburban,3113,2,2,3,25,0,1,1,7.99,1.03,Condo,1119429.03
Lakeview,1405,1,1,2,14,1,0,0,9.8,0.28,Villa,868965.84
Old Town,1457,2,2,1,4,1,1,0,8.78,0.8,Condo,730760.95
Downtown,1384,4,3,2,38,2,1,1,8.23,1.36,Apartment,889511.93
Old Town,3050,4,3,2,33,1,1,0,8.72,0.13,Condo,1111977.6
Old Town,1846,5,2,1,35,2,0,0,8.6,0.97,Villa,950741.0
Lakeview,2086,5,3,3,11,0,0,0,8.45,1.1,Apartment,1030767.44
Hillview,1878,2,1,1,12,0,1,1,7.48,1.07,Villa,872535.15
Suburban,1581,1,2,1,12,1,1,0,7.83,0.27,Apartment,767965.08
Suburban,1971,2,3,1,1,0,0,1,7.31,1.37,Townhouse,766149.25
Hillview,3452,5,2,1,6,1,0,0,6.97,0.52,Apartment,1214437.3
Downtown,2866,5,3,1,12,1,1,1,6.35,0.13,Apartment,1103182.27
Riverside,1631,1,2,2,39,2,1,0,6.78,0.17,Townhouse,779380.79
Downtown,2456,1,2,2,8,1,0,0,7.14,0.71,Apartment,928995.95
Downtown,1643,3,2,1,20,2,1,0,7.9,0.11,Villa,867142.12
Lakeview,1123,4,3,3,21,1,0,0,7.5,1.18,Townhouse,874289.93
Downtown,2661,5,1,3,14,1,1,1,5.54,1.31,Villa,1071060.14
Downtown,2738,4,1,3,36,0,1,0,6.7,0.07,Apartment,1031266.98
Lakeview,2675,2,2,2,3,2,0,1,6.88,1.22,Apartment,1072084.06
Suburban,1842,1,1,3,34,2,1,1,8.53,1.47,Condo,832222.95
Uptown,2008,4,2,2,29,0,0,0,6.66,0.09,Condo,883245.21
Downtown,2512,3,2,2,12,0,0,0,5.04,1.1,Villa,956095.28
Suburban,2315,5,1,1,30,0,1,1,5.42,1.5,Condo,765937.99
Downtown,1883,3,2,3,17,1,0,1,7.48,1.21,Apartment,886768.48
Hillview,1210,3,2,1,38,1,1,1,5.94,0.78,Apartment,672043.25
Hillview,2163,2,3,2,1,0,1,1,7.47,1.33,Condo,960011.26
Old Town,2693,1,1,3,1,0,1,1,7.87,1.08,Townhouse,976884.97
Suburban,1441,5,3,1,21,1,0,0,9.67,0.47,Townhouse,874159.16
Downtown,2451,5,2,2,37,1,0,1,8.28,0.38,Villa,1093495.44
Old Town,2282,1,3,1,2,1,0,0,5.16,0.79,Condo,777257.51
Suburban,2513,4,1,2,31,0,1,1,6.9,0.59,Townhouse,978742.92
Hillview,2580,2,1,2,37,2,0,0,8.97,0.53,Villa,1026755.16
Hillview,1718,3,2,1,19,2,1,0,6.3,0.31,Villa,897515.97
Uptown,1211,5,2,3,34,0,0,1,9.62,1.28,Villa,892577.38
Old Town,1807,5,2,2,30,0,0,1,7.65,1.07,Townhouse,859534.83
Downtown,2589,1,1,2,8,1,1,1,5.46,0.53,Townhouse,921282.83
Suburban,1802,2,2,3,34,1,1,1,6.21,0.39,Condo,868476.93
Uptown,1718,5,3,1,27,0,1,0,9.53,0.24,Villa,997296.95
Old Town,1098,5,3,2,0,0,0,0,9.96,0.21,Villa,902223.08
Hillview,3064,1,1,3,22,2,1,1,9.32,0.96,Townhouse,1165060.63
Old Town,2554,5,2,2,26,1,1,0,6.6,0.21,Townhouse,1007241.87
Suburban,2523,3,2,1,32,0,1,0,8.84,1.44,Villa,986492.79
Lakeview,2632,3,2,1,30,1,1,1,6.11,0.45,Apartment,950169.39
Uptown,2417,1,3,3,19,0,0,0,6.92,0.09,Villa,1055090.74
Lakeview,1966,4,2,3,11,0,0,0,8.49,1.29,Apartment,964199.62
Uptown,2010,4,3,3,7,2,1,1,9.84,0.58,Apartment,1120436.56
Riverside,1865,4,3,1,3,0,0,0,7.2,0.55,Condo,853729.07
Suburban,3549,4,1,3,25,0,0,1,7.48,0.22,Condo,1167864.62
Suburban,2406,5,3,2,38,2,0,0,6.1,1.01,Apartment,982756.39
Lakeview,1845,5,1,3,3,0,0,0,7.02,0.57,Villa,1000020.61
Old Town,2356,4,2,3,28,1,0,0,5.32,1.24,Villa,1021221.33
Old Town,1544,5,2,1,23,2,1,1,9.29,0.96,Condo,871490.56
Lakeview,2927,4,2,3,6,2,1,1,5.12,1.33,Villa,1219757.07
Hillview,1736,4,2,2,8,2,0,1,8.42,0.95,Villa,1016668.97
Lakeview,2376,3,1,3,11,1,0,0,6.37,1.18,Townhouse,1032668.44
Lakeview,2686,4,1,3,27,2,0,1,7.38,1.06,Villa,1127019.34
Downtown,2312,1,3,1,11,0,1,0,6.41,0.72,Apartment,833791.68
Riverside,2152,3,3,3,33,0,0,1,7.0,1.05,Villa,930081.53
Uptown,2106,3,3,1,14,0,0,1,7.73,1.01,Apartment,896449.35
Uptown,2069,5,2,1,4,1,1,0,8.2,0.06,Townhouse,1021424.34
Suburban,1783,1,3,1,3,2,1,0,9.7,1.06,Condo,813050.0
Riverside,1853,4,2,1,16,2,0,0,6.66,0.43,Condo,885217.0
Old Town,2914,1,1,3,16,2,1,1,7.92,0.84,Villa,1067148.0
Uptown,2040,5,1,1,29,0,1,1,9.51,0.21,Villa,965638.3
Downtown,1668,5,1,2,19,2,0,0,6.45,0.08,Apartment,875229.15
Hillview,1816,2,2,2,6,2,1,1,9.33,0.07,Villa,1071334.91
Riverside,2705,5,3,3,8,1,0,1,9.79,0.28,Apartment,1197445.05
Suburban,2472,3,1,2,22,0,1,0,9.24,0.08,Townhouse,974441.18
Old Town,2408,5,2,2,13,0,0,1,7.85,0.24,Condo,1012610.94
Riverside,1958,4,1,3,26,2,0,0,8.61,0.86,Apartment,949251.75
Hillview,2415,1,2,2,36,0,1,0,7.41,0.63,Townhouse,926635.03
Riverside,1746,2,2,3,14,1,1,0,7.99,1.47,Townhouse,881517.51
Uptown,1957,3,1,3,22,2,0,0,9.87,1.22,Villa,990591.93
Downtown,2633,2,2,3,33,1,0,0,6.26,0.26,Townhouse,1059334.49
Lakeview,2581,1,1,1,8,0,1,0,8.96,0.65,Townhouse,932401.27
Downtown,1560,5,3,1,20,1,1,0,7.53,0.67,Villa,897503.79
Uptown,1629,5,3,2,12,0,1,1,5.88,0.58,Condo,930910.64
Riverside,2160,3,3,2,25,0,1,0,8.22,0.77,Townhouse,922635.83
Riverside,3049,2,3,1,29,2,0,1,8.96,1.02,Villa,1126426.95
Downtown,1046,1,1,2,5,1,0,0,7.84,0.98,Townhouse,643809.13
Hillview,2253,5,3,1,7,2,1,0,9.19,0.57,Townhouse,1162120.9
Suburban,1343,2,1,1,0,2,1,1,6.83,1.07,Apartment,736256.36
Hillview,1751,1,3,3,0,1,0,0,9.57,0.47,Apartment,954023.98
Uptown,1900,2,3,1,2,1,1,1,8.24,1.26,Villa,940996.43
Uptown,1869,3,3,3,28,0,0,1,9.02,1.45,Apartment,927350.0
Hillview,1806,4,3,2,36,1,0,0,6.36,0.48,Villa,935165.01
Riverside,2104,2,3,3,16,2,0,1,7.23,1.19,Villa,1021510.79
Uptown,1806,5,3,1,35,0,0,0,9.55,1.23,Condo,869864.96
Uptown,1296,4,1,3,29,0,0,1,5.25,0.76,Apartment,699063.31
Riverside,2529,5,1,2,32,2,1,0,7.02,0.18,Townhouse,1046595.58
Downtown,2514,2,3,3,29,2,0,0,8.9,1.19,Townhouse,1075062.68
Lakeview,2564,4,1,1,7,1,1,1,8.72,0.64,Villa,1091725.01
Suburban,1253,2,2,3,20,2,1,0,9.26,0.35,Condo,829802.06
Hillview,2264,4,1,1,21,0,1,1,8.7,0.96,Villa,952911.52
Suburban,2472,4,2,2,25,1,0,1,9.74,0.68,Villa,1095432.75
Downtown,1533,2,3,1,31,2,0,1,7.49,0.18,Apartment,820668.36
Uptown,2105,5,3,3,4,1,0,0,8.12,1.48,Villa,1130201.18
Suburban,2036,5,2,2,26,1,1,1,9.24,0.4,Apartment,989448.24
Hillview,3113,5,2,3,33,0,0,0,8.51,0.79,Condo,1174399.84
Hillview,3158,2,2,2,4,1,1,0,5.51,1.02,Apartment,1074459.21
Downtown,1185,4,2,1,16,1,1,0,6.83,0.22,Condo,689384.67
Suburban,3472,1,2,2,35,2,1,0,7.76,1.12,Apartment,1123952.0
Uptown,1597,1,3,2,0,0,0,0,8.77,0.99,Villa,868119.5
Old Town,2639,5,1,1,6,1,0,0,7.72,0.77,Apartment,996031.4
Downtown,2634,1,2,3,32,1,1,1,8.89,0.82,Villa,1060986.37
Lakeview,1552,5,2,3,6,2,0,0,9.19,1.43,Townhouse,974818.87
Suburban,2371,3,2,2,28,0,0,0,6.33,1.37,Villa,892125.83
Downtown,2041,2,1,2,36,2,1,0,8.08,0.21,Townhouse,913443.37
Lakeview,2405,1,1,3,19,2,1,1,7.79,0.58,Condo,1031156.12
Downtown,2227,4,2,3,19,1,0,1,6.14,0.8,Apartment,987505.66
Old Town,2758,4,3,1,17,1,0,0,7.45,1.38,Villa,997137.07
Lakeview,2141,3,3,2,14,0,0,0,7.74,1.23,Townhouse,917046.11
Hillview,2008,5,3,3,15,0,0,1,9.09,0.61,Townhouse,1096918.76
Hillview,2703,2,3,3,22,0,1,1,7.3,1.34,Apartment,1017475.2
Riverside,2419,3,2,2,35,0,1,1,5.4,0.6,Apartment,850994.84
Downtown,2502,2,1,3,39,1,0,0,7.44,0.44,Villa,991244.21
Hillview,1734,3,2,2,34,0,0,0,9.19,0.93,Townhouse,866686.47
Lakeview,1525,1,3,2,4,0,0,0,7.86,0.57,Condo,863793.98
Downtown,1788,3,2,2,12,2,0,0,6.59,0.95,Villa,929721.48
Lakeview,1759,3,3,3,30,0,0,1,9.6,0.64,Townhouse,1029850.44
Riverside,2532,3,1,3,21,0,0,1,5.78,1.2,Villa,982501.54
Old Town,2637,3,1,1,13,1,1,0,6.63,1.43,Apartment,852631.34
Suburban,2015,4,1,1,12,2,1,1,7.19,0.44,Villa,987144.76
Hillview,2887,3,1,2,4,2,1,0,8.69,0.79,Villa,1126988.61
Suburban,2853,2,2,3,13,0,1,1,9.18,1.1,Apartment,1042209.24
Suburban,2234,2,2,2,16,0,0,0,5.29,0.28,Townhouse,831140.51
Uptown,1648,4,2,2,16,2,1,1,8.96,1.2,Villa,1000978.93
Downtown,2966,5,1,1,21,2,0,1,8.6,0.9,Apartment,1060210.58
Old Town,2066,4,2,1,10,1,1,0,9.47,0.27,Villa,979565.74
Hillview,2169,4,1,3,8,2,1,0,9.5,1.31,Condo,1061911.25
Downtown,1913,5,2,2,35,2,1,1,8.89,0.67,Townhouse,1029673.69
Riverside,1611,5,1,3,16,2,0,1,5.95,0.31,Villa,973260.58
Riverside,1292,3,1,1,10,2,1,0,6.57,0.33,Condo,749217.99
Hillview,2448,1,1,1,25,2,1,1,9.68,1.19,Apartment,922409.76
Lakeview,1669,4,1,3,21,0,0,0,7.99,1.41,Villa,911873.95
Uptown,3783,4,2,3,23,2,1,1,7.69,0.6,Townhouse,1352726.27
Suburban,1503,2,2,3,8,2,0,1,9.58,0.16,Villa,937020.12
Downtown,1408,5,2,1,28,0,0,0,9.37,0.2,Townhouse,865360.72
Downtown,2381,5,2,3,7,0,1,0,8.64,1.0,Townhouse,1061677.03
Hillview,2941,2,1,2,33,1,0,1,9.41,0.59,Villa,1127412.8
Suburban,2136,3,1,3,16,0,0,1,5.57,0.67,Condo,868156.07
Suburban,2415,1,3,3,16,2,0,0,8.79,0.54,Condo,1053074.52
Uptown,1086,1,3,2,15,1,0,1,9.83,0.73,Villa,788424.98
Lakeview,1727,2,1,1,16,1,1,1,5.24,0.98,Condo,761540.17
Uptown,1510,2,1,3,26,2,1,0,6.12,0.83,Townhouse,813349.2
Suburban,1058,2,1,2,19,2,0,1,8.97,0.29,Apartment,700442.27
Hillview,2164,1,1,2,5,2,0,0,7.6,0.76,Apartment,883849.56
Hillview,866,3,1,2,22,2,1,0,5.43,0.72,Apartment,683199.27
Suburban,1373,4,2,3,10,2,1,0,6.34,0.84,Apartment,850621.01
Old Town,1805,2,3,1,4,0,1,0,6.62,0.21,Villa,814901.91
Old Town,1643,3,3,3,33,2,1,0,6.61,0.27,Apartment,846062.31
Riverside,2318,2,3,2,12,0,1,1,9.39,0.82,Townhouse,970126.39
Uptown,2268,4,2,1,23,0,0,0,8.31,0.45,Villa,983665.75
Hillview,2592,4,2,1,6,1,1,1,8.67,0.96,Townhouse,1036416.44
Old Town,2514,5,2,2,13,0,1,0,5.07,0.59,Townhouse,949766.14
Uptown,2727,1,1,3,15,0,0,1,7.14,0.37,Villa,1108886.8
Uptown,2099,5,2,2,5,2,0,1,6.59,1.0,Townhouse,1030109.02
Old Town,2267,2,1,1,38,1,1,0,9.26,0.62,Condo,831416.23
Suburban,2381,1,2,2,12,2,1,0,9.77,0.28,Villa,1004854.12
Uptown,2178,4,1,1,23,2,1,1,7.12,1.22,Villa,917357.46
Uptown,1882,1,3,1,22,1,0,0,9.87,0.68,Townhouse,890455.55
Lakeview,1917,1,3,3,17,1,0,1,5.07,1.38,Condo,868801.2
Suburban,1650,5,3,3,23,2,1,1,6.63,0.33,Townhouse,1024140.54
Riverside,2332,2,1,1,22,0,0,1,8.87,1.32,Condo,819538.33
Lakeview,2048,3,1,2,3,2,1,0,6.8,1.23,Apartment,998749.07
Old Town,1735,2,3,2,26,2,0,0,9.6,0.2,Apartment,865292.0
Lakeview,1736,1,3,2,4,0,0,1,6.09,0.82,Villa,883408.29
Downtown,1434,1,2,3,17,0,0,1,8.98,1.0,Apartment,765466.36
Downtown,2638,1,1,1,14,2,1,1,6.01,0.77,Apartment,922742.0
Uptown,2143,3,2,3,17,2,1,1,5.99,0.62,Apartment,1010852.81
Riverside,1625,3,2,2,2,2,0,0,7.23,1.42,Villa,845370.25
Old Town,2545,1,3,1,28,0,0,0,9.72,1.07,Condo,859667.88
Riverside,1792,2,2,3,16,2,0,1,7.93,1.45,Condo,922755.87
Riverside,1326,2,1,3,2,2,1,0,8.18,1.28,Villa,872472.73
Lakeview,2662,3,3,2,0,2,1,1,5.05,1.23,Condo,1046100.11
Downtown,1805,5,3,3,21,1,1,0,5.28,1.1,Condo,923150.76
Uptown,1875,4,1,1,26,1,0,0,5.33,0.99,Villa,853334.92
Lakeview,2123,5,1,2,21,1,0,0,9.1,1.34,Villa,1009660.55
Hillview,2728,1,1,2,28,0,0,1,6.18,0.94,Condo,905525.56
Riverside,2111,2,3,3,30,1,1,1,6.64,0.16,Villa,1043553.3
Suburban,1440,4,2,2,34,0,0,1,8.05,0.89,Villa,775995.96
Hillview,2399,2,2,3,39,0,0,0,7.92,0.2,Condo,956427.56
Old Town,1833,5,3,1,35,0,1,0,7.05,1.43,Townhouse,788147.52
Suburban,3138,3,1,2,31,1,0,1,5.02,0.99,Villa,1054055.59
Riverside,2099,2,1,1,17,0,1,1,7.25,0.86,Condo,805014.13
Lakeview,871,5,3,2,20,2,0,0,8.69,0.34,Townhouse,901474.16
Suburban,2297,3,2,1,24,2,1,0,6.18,0.8,Villa,912281.0
Suburban,3170,5,1,3,6,2,0,1,8.54,0.55,Villa,1303939.24
Hillview,2967,3,3,1,27,0,1,0,5.08,1.03,Apartment,968743.87
Suburban,3107,1,1,3,23,0,0,1,9.54,0.93,Apartment,1048209.2
Lakeview,1539,4,3,3,20,1,0,0,9.75,0.77,Condo,1006520.97
Lakeview,2602,1,3,2,33,2,0,1,5.01,0.42,Apartment,1035080.5
Lakeview,1703,4,3,3,27,0,1,1,7.29,0.81,Condo,954631.89
Lakeview,2223,3,2,3,37,2,0,1,7.07,0.72,Apartment,1007774.74
Suburban,1400,4,1,1,39,1,0,1,9.21,1.28,Townhouse,754076.88
Suburban,1746,5,3,3,33,2,0,0,7.7,1.35,Townhouse,987476.31
Riverside,1728,3,2,2,11,0,1,0,8.06,1.15,Condo,797955.64
Old Town,2594,5,2,3,7,1,1,1,6.01,0.51,Villa,1096194.16
Lakeview,2540,1,1,3,11,1,1,0,5.39,0.11,Condo,1013375.86
Uptown,2252,1,2,3,28,0,0,1,8.46,1.39,Villa,919816.82
Hillview,1357,5,2,2,34,2,1,1,8.1,1.49,Condo,824039.96
Lakeview,1929,3,1,1,35,2,1,0,9.16,0.23,Apartment,885012.62
Hillview,1690,3,3,1,27,1,1,0,9.22,1.04,Villa,908160.99
Riverside,2578,1,1,1,27,1,1,1,8.16,0.67,Townhouse,870541.2
Riverside,2748,2,3,3,38,1,0,0,7.69,0.27,Townhouse,1082586.61
Old Town,2681,4,3,2,27,1,1,0,9.57,1.5,Condo,1042241.75
Downtown,1685,5,2,2,5,1,0,0,9.01,1.4,Villa,937490.3
Uptown,593,5,1,2,20,2,1,1,9.41,1.47,Townhouse,796976.6
Hillview,1128,3,2,1,14,1,0,1,9.98,0.26,Townhouse,823184.03
Uptown,2882,3,2,2,25,0,1,0,7.02,0.76,Condo,1047972.23
Old Town,1879,1,2,2,25,1,1,1,8.58,1.35,Apartment,745414.68
Uptown,1687,1,1,3,11,2,1,1,8.44,1.03,Apartment,834438.95
Lakeview,3003,3,2,1,11,1,1,0,5.87,0.68,Townhouse,1068041.57
Old Town,2796,3,1,3,3,0,1,0,8.18,0.8,Apartment,1054651.44
Old Town,2113,1,2,1,11,2,0,0,7.14,0.11,Apartment,786291.61
Downtown,1939,3,2,2,33,2,1,0,7.25,0.94,Townhouse,905404.42
Uptown,2027,4,2,2,26,0,1,0,5.9,1.3,Villa,863782.59
Lakeview,2225,5,3,3,37,2,0,0,8.72,0.05,Villa,1176534.44
Hillview,2980,5,3,2,37,2,1,1,8.49,0.28,Villa,1293427.78
